YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2014","70669CNCLKOLDSP","PHILLIPS 66 LAKE CHARLES REFINERY","2200 OLD SPANISH TRAIL","WESTLAKE","CALCASIEU","LA","70669","","","30.242155","-93.274386","NO","","","","","","","324110","","","","","","1314213066968","CHLORINE","007782505","YES","TRI","NO","0","NO","R","Pounds","0","65.45","0","0","0","0","0","0","0","0","0","0","65.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.45","0","0","65.45","0","0","0","0","0","0","0","0","65.45","","1.1","PHILLIPS 66 CO","078378508"
"2014","70669CNCLKOLDSP","PHILLIPS 66 LAKE CHARLES REFINERY","2200 OLD SPANISH TRAIL","WESTLAKE","CALCASIEU","LA","70669","","","30.242155","-93.274386","NO","","","","","","","324110","","","","","","1314213067111","MOLYBDENUM TRIOXIDE","001313275","NO","TRI","NO","2","NO","R","Pounds","0","0","39.89","0","0","0","0","0","0","0","0","0","39.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.37","0","0","0","0","0","4.37","0","0","1839.444","0","0","1839.444","1.74","0","1.74","0","0","0","0","0","0","0","44.26","0","0","39.89","4.37","0","0","1.74","0","1839.444","0","0","1885.444","","1.1","PHILLIPS 66 CO","078378508"
"2014","70669CNCLKOLDSP","PHILLIPS 66 LAKE CHARLES REFINERY","2200 OLD SPANISH TRAIL","WESTLAKE","CALCASIEU","LA","70669","","","30.242155","-93.274386","NO","","","","","","","324110","","","","","","1314213067123","N-HEXANE","000110543","YES","TRI","NO","0","NO","R","Pounds","784.39","26706.14",".04","0","0","0","0","0","0","0","0","0","27490.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27490.57","0","0","27490.57","0","0","0","0","0","0","704167.21","0","731657.78","","1.1","PHILLIPS 66 CO","078378508"
"2014","70094GLDBN10LOU","NEW NGC INC D/B/A NATIONAL GYPSUM CO","10 LOUISIANA ST","WESTWEGO","JEFFERSON","LA","70094","","","29.91598","-90.14367","NO","","","","","","","327420","","","","","","1314212789299","AMMONIA","007664417","NO","TRI","NO","0","NO","R","Pounds","0","68179","0","0","0","0","0","0","0","0","0","0","68179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68179","0","0","68179","0","0","0","0","0","0","0","0","68179","",".93","NEW NGC INC","808836894"
"2014","70578BKRPT135IN","BAKER PETROLITE-RAYNE FACILITY","135 INDUSTRIAL DR","RAYNE","ACADIA","LA","70578","","","30.230833","-92.306667","NO","","","","","","","424690","","","","","","1314213062351","NAPHTHALENE","000091203","YES","TRI","NO","0","NO","R","Pounds","5","44","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2763","15","2778","0","0","0","0","0","0","0","49","0","0","49","0","0","0","2778","0","0","0","0","2827","","1.15","BAKER HUGHES INC","174987909"
"2014","70422MTFND13040","BRADKEN INC","13040 FOULKS LN","AMITE","TANGIPAHOA","LA","704229209","","","30.750926","-90.507408","NO","","","","","","","331513","","","","","","1314213063757","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090","YES","TRI","YES","1","NO","R","Pounds","114","24","5","0","0","0","0","0","0","0","0","48","191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1709","1709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1900","0","0","191","0","1709","0","0","0","0","0","0","1900","",".48","BRADKEN INC","141912290"
"2014","70052GRMRC114JE","RAIN CII CARBON LLC","1140 JEFFERSON HWY","GRAMERCY","ST JAMES","LA","70052","","","30.05955","-90.666842","NO","","","","","","","324199","","","","","","1314212640066","MERCURY COMPOUNDS","N458","YES","PBT","YES","1","NO","R","Pounds","0","2.3",".01","0","0","0","0","0","0","0",".1","0","2.41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.41","0","0","2.41","0","0","0","0","0","0","0","0","2.41","","1.26","RAIN CII CARBON LLC","198251886"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893489","HYDROGEN FLUORIDE","007664393","YES","TRI","NO","0","NO","R","Pounds","570","0","0","0","0","0","0","0","0","0","0","0","570","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","570","0","0","570","0","0","0","0","0","0","606934","0","607504","",".92","PHILLIPS 66","078378508"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893515","MERCURY COMPOUNDS","N458","YES","PBT","YES","1","NO","R","Pounds","0","7",".002","0","0","0","0","0","0","0","0","0","7.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".21684",".21684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.21884","0","0","7.002","0",".21684","0","0","0","0","0","0","7.21884","0",".92","PHILLIPS 66","078378508"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893566","NITRATE COMPOUNDS","N511","NO","TRI","NO","0","NO","R","Pounds","0","0","38825","0","0","0","0","0","0","0","0","0","38825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38825","0","0","38825","0","0","0","0","0","0","0","0","38825","0",".92","PHILLIPS 66","078378508"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893301","ANTIMONY COMPOUNDS","N010","YES","TRI","YES","1","NO","R","Pounds","0","238","278","0","0","0","0","0","0","0","0","0","516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","516","0","0","516","0","0","0","0","0","0","0","0","516","",".92","PHILLIPS 66","078378508"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893390","CUMENE","000098828","YES","TRI","NO","0","NO","R","Pounds","323","6748","0","0","0","0","0","0","0","0","0","0","7071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7071","0","0","7071","0","0","0","0","0","0","59","0","7130","",".92","PHILLIPS 66","078378508"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893453","FORMIC ACID","000064186","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",".92","PHILLIPS 66","078378508"
"2014","70037LLNCRHIGHW","PHILLIPS 66  - ALLIANCE REFINERY","15551 HWY 23","BELLE CHASSE","PLAQUEMINES","LA","70037","","","29.68","-89.980833","NO","","","","","","","324110","","","","","","1314212893578","PHENOL","000108952","YES","TRI","NO","0","NO","R","Pounds","174","226","46","0","0","0","0","0","0","0","0","0","446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","446","0","0","446","0","0","0","0","0","0","6460","0","6906","0",".92","PHILLIPS 66","078378508"
